"year","combinedStatus","fullName","sortName","primaryNationality","secondaryNationality","tertiaryNationality","gender","photoUrl","photoCredit","type","lastStatus","typeOfDeath","status","employedAs","organizations","jobs","coverage","mediums","country","location","region","state","locality","province","localOrForeign","sourcesOfFire","motiveConfirmed","accountabilityCrossfire","accountabilityAssignment","impunityMurder","tortured","captive","threatened","charges","motive","lengthOfSentence","healthProblems","impCountry","entry","sentenceDate","sentence","locationImprisoned"
"2011","Confirmed","Chris Hondros",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Hondros%252520cropped.afp.jpg","Getty Images","Journalist",,"Crossfire","Killed","Staff","Getty Images","Photographer","War","Print,Internet","Libya","Misurata",,,"Misurata",,"Foreign","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2009","Confirmed","Christian Gregorio Poveda Ruiz",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Poveda.1Salvador.2009.afp.jpg","AFP","Journalist",,"Murder","Killed","Freelance","Freelance","Producer,Documentary Filmmaker","Crime","Television","El Salvador","Tonacatepeque",,,"Tonacatepeque",,"Foreign","Criminal Group","Confirmed",,,"Full Justice","No","No","Yes",,,,,,,,,
"2003","Confirmed","Christian Liebig",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/christian_liebig_iraq_2003.jpg","","Journalist",,"Crossfire","Killed","Staff","Focus","Print Reporter","War","Print","Iraq","outside Baghdad",,,"outside Baghdad",,"Foreign","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2006","Confirmed","Christian Struwe",,,,,"Male",,,"Journalist",,"Murder","Killed","Freelance","freelance","Broadcast Reporter","Politics,War","Radio","Afghanistan","Baghlan",,,"Baghlan",,"Foreign",,"Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2017","Confirmed","Christopher Allen",,"USA",,,"Male","https://cpj-photos.s3.amazonaws.com/ChrisAllen_EELUKS-1-2017-09-05-1504629172625.jpg","Eddie Einbender-Luks","Journalist","Killed","Crossfire","Killed","Freelance","Freelance","Photographer,Internet Reporter,Print Reporter","War,Corruption,Politics","Print,Internet","South Sudan","Kaya",,"Yei River","Kaya",,"Foreign","Military Officials","Confirmed","No",,,,,,,,,,,,,,
"2012","Confirmed","Christopher Guarin",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radyo Mo Nationwide and Tatak News","Internet Reporter,Publisher/Owner","Business,Politics","Print,Radio","Philippines","General Santos City",,,"General Santos City",,"Local","Local Residents","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2017","Confirmed","Christopher Iban Lozada",,"Philippines",,,"Male",,,"Journalist","Killed","Murder","Killed","Staff","DBXF Prime Broadcasting Network","Broadcast Reporter","Corruption,Politics","Radio","Philippines",,,,,,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2009","Confirmed","Cihan Hayırsevener",,"Turkey",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Güney Marmara’da Yaşam","Editor,Publisher/Owner","Corruption","Print","Turkey","Bandirma",,,"Bandirma",,"Local","Criminal Group","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2013","Confirmed","Claude Verlon",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/claudeverlon.afp.jpg","AFP","Journalist",,"Murder","Killed","Staff","Radio France Internationale","Technician","Human Rights,Politics,War","Radio","Mali","Kidal",,,"Kidal",,"Foreign","Political Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2010","Confirmed","Clodomiro Castilla Ospino",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","El Pulso del Tiempo","Editor,Publisher/Owner","Corruption,Crime,Human Rights,Politics","Print","Colombia","Montería",,,"Montería",,"Local",,"Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1999","Confirmed","Conrad Roy",,"Sierra Leone",,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Staff","Expo Times","Editor","Politics","Print","Sierra Leone","Freetown",,,"Freetown",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2009","Confirmed","Crispin Perez",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","DWDO Radio","Columnist/Commentator","Corruption","Radio","Philippines","San Jose",,,"San Jose",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1994","Confirmed","Cynthia Elbaum",,,,,"Female",,,"Journalist",,"Crossfire","Killed","Freelance","Freelancer","Photographer","War","Print","Russia","Grozny",,,"Grozny",,"Foreign","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2005","Confirmed","Daif al-Gahzal al-Shuhaibi",,"Libya",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","freelance","Internet Reporter","Corruption,Politics","Internet","Libya","outside Benghazi",,,"outside Benghazi",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2015","Confirmed","Dalia Marko",,"South Sudan",,,"Female",,,"Journalist",,"Murder","Killed","Staff","Raja FM","Broadcast Reporter","Politics,War","Radio","South Sudan","Western Bahr al Ghazal state",,"Western Bahr al Ghazal state","Western Bahr al Ghazal state",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1993","Confirmed","Dan Eldon",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Eldon.Somalia.1.1993.jpg","Reuters","Journalist",,"Murder","Killed","Staff","Reuters","Photographer","War","Print","Somalia","Mogadishu",,,"Mogadishu",,"Foreign","Mob Violence","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2002","Confirmed","Daniel Pearl",,"USA",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/daniel_pearl_pakistan_2002.jpg",,"Journalist",,"Murder","Killed","Staff","The Wall Street Journal","Print Reporter","Politics","Print","Pakistan","Karachi",,,"Karachi",,"Foreign","Political Group","Confirmed",,,"Partial Impunity","Yes","Yes","No",,,,,,,,,
"2015","Confirmed","Danilo López",,"Guatemala",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/danilo.lopez.ap.jpg","AP","Journalist",,"Murder","Killed","Staff","Prensa Libre","Print Reporter","Corruption,Crime,Politics","Print","Guatemala","Mazatenango",,,"Mazatenango",,"Local","Criminal Group, Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1992","Confirmed","Danilo Vergara",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Philippine Post","Columnist/Commentator,Publisher/Owner","Corruption,Crime","Print","Philippines","Iligan City",,,"Iligan City",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1997","Confirmed","Danny Hernandez",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","People's Journal Tonight","Columnist/Commentator,Editor","Corruption,Crime","Print","Philippines","Manila",,,"Manila",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2017","Confirmed","Daphne Caruana Galizia",,"Malta",,,"Female","https://cpj-photos.s3.amazonaws.com/AFP-Galizia-1-2017-10-18-1508361773940.jpg","AFP/Matthew Mirabelli","Journalist","Killed","Murder","Killed","Freelance","Running Commentary","Internet Reporter","Business,Corruption,Crime,Human Rights,Politics","Internet","Malta",,,,,,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1994","Confirmed","Dario D'Angelo",,,,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","RAI-TV","Broadcast Reporter","War","Television","Bosnia","Mostar",,,"Mostar",,"Foreign","Paramilitary Group","Confirmed",,,,,,,,,,,,,,,
"2011","Confirmed","Darío Fernández Jaén",,"Panama",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Mi Favorita","Publisher/Owner","Corruption,Politics","Radio","Panama","Penonomé",,,"Penonomé",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2015","Confirmed","Daud Ali Omar",,"Somalia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Baidoa","Broadcast Reporter,Producer","Culture,Politics","Television","Somalia","Baidoa",,,"Baidoa",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2012","Confirmed","Daudi Mwangosi",,"Tanzania",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/daudimwangosi.jpg","","Journalist",,"Dangerous Assignment","Killed","Staff","Channel Ten","Broadcast Reporter","Politics","Television","Tanzania","Iringa",,,"Iringa",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"1993","Confirmed","David Bolkvadze",,"Georgia",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Worldwide Television News","Broadcast Reporter","War","Television","Georgia","Kobi",,,"Kobi",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2016","Confirmed","David Gilkey",,"USA",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","National Public Radio","Photographer","Politics,War","Radio,Internet","Afghanistan","Marjah district, Helmand province",,,"Marjah district, Helmand province","Marjah district, Helmand province","Foreign","Political Group","Confirmed",,,,,,,,,,,,,,,
"1992","Confirmed","David Kaplan",,,,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","ABC News","Producer","Politics,War","Television","Bosnia","Sarajevo",,,"Sarajevo",,"Foreign","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2010","Confirmed","David Meza Montesinos",,"Honduras",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio El Patio, Radio America, Channel 45","Broadcast Reporter","Corruption,Crime,Politics","Radio,Television","Honduras","La Ceiba",,,"La Ceiba",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2012","Confirmed","Décio Sá",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","O Estado do Maranhão and Blog do Décio","Internet Reporter,Print Reporter","Corruption,Politics","Print,Internet","Brazil","São Luis",,,"São Luis",,"Local","Criminal Group","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2004","Confirmed","Dekendra Raj Thapa",,"Nepal",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Nepal","Broadcast Reporter","Human Rights,Politics","Radio","Nepal","Dailekh",,,"Dailekh",,"Local","Political Group","Confirmed",,,"Partial Impunity","No","Yes","No",,,,,,,,,
"2008","Confirmed","Dennis Cuesta",,"Philippines",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/dennis_cuesta_philippines_2008.jpg","","Journalist",,"Murder","Killed","Staff","DXMD","Columnist/Commentator","Politics","Radio","Philippines","General Santos City",,,"General Santos City",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2010","Confirmed","Desidario Camangyan",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","Sunrise FM","Columnist/Commentator","Corruption","Radio","Philippines","Manay",,,"Manay",,"Local","Government Officials","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2004","Confirmed","Deyda Hydara",,"Gambia",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/prod/afp_deyda_rs.jpg_af60a263-e2cf-4bcc-bb2e-fb7a7dbd3d0f.jpeg","AFP/Seyllou","Journalist",,"Murder","Killed","Staff","The Point","Editor",,"Print","Gambia","Banjul",,,"Banjul",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2003","Confirmed","Dhan Bahadur Rokka Magar",,"Nepal",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Nepal","Broadcast Reporter",,"Radio","Nepal","Jaluki",,,"Jaluki",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2005","Confirmed","Dharmeratnam Sivaram",,"Sri Lanka",,,"Male",,,"Journalist",,"Murder","Killed","Staff","TamilNet and Daily Mirror","Columnist/Commentator","Politics,War","Print,Internet","Sri Lanka","Colombo",,,"Colombo",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","Yes","Yes",,,,,,,,,
"2004","Confirmed","Dhia Najim",,"Iraq",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","freelance","Camera Operator","War","Television","Iraq","Ramadi",,,"Ramadi",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2017","Confirmed","Dilshan Ibash",,"Syria",,,"Female","https://cpj-photos.s3.amazonaws.com/Killed-Cap-Dilshan-Ibash-2017-10-18-1508360812692.jpg","Dilshan Ibash","Journalist","Killed","Crossfire","Killed","Staff","Hawar News Agency (ANHA)","Broadcast Reporter,Internet Reporter","War","Television,Internet","Syria","Abu Fas Village",,,"Abu Fas Village",,"Local","Political Group","Confirmed","No",,,,,,,,,,,,,,
"2004","Confirmed","Dina Mohammed Hassan",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Al-Hurriya","Broadcast Reporter","Culture,Politics,War","Television","Iraq","Baghdad",,,"Baghdad",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1993","Confirmed","Dinesh Pathak",,"India",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Sandesh","Editor","Corruption,Politics","Print","India","Baroda",,,"Baroda",,"Local","Political Group","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2015","Confirmed","Djalma Santos da Conceição",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","RCA FM","Broadcast Reporter","Corruption,Crime","Radio","Brazil","Conceição da Feira",,,"Conceição da Feira",,"Local","Criminal Group, Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","Yes",,,,,,,,,
"1993","Confirmed","Djamel Bouhidel",,"Algeria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Nouveau Tell","Photographer","War","Print","Algeria","Blida",,,"Blida",,"Local",,"Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1996","Confirmed","Djamel Derraz",,"Algeria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Le Soir d'Algérie","Print Reporter","War","Print","Algeria","Algiers",,,"Algiers",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1995","Confirmed","Djamel Ziater",,"Algeria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","El-Djoumhouria","Print Reporter","War","Print","Algeria","near Oran",,,"near Oran",,"Local",,"Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1996","Confirmed","Djilali Arabidou",,"Algeria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Algérie-Actualité","Photographer","War","Print","Algeria","Ain Naadja",,,"Ain Naadja",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2007","Confirmed","Dmitry Chebotayev",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/dmitry_chebotayev_iraq_2007.jpg","","Journalist",,"Crossfire","Killed","Freelance","freelance","Photographer","War","Print","Iraq","Diyala",,,"Diyala",,"Foreign","Political Group","Confirmed",,,,,,,,,,,,,,,
"1994","Confirmed","Dmitry Kholodov",,"Russia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Kholodov.Russia.1994.1.jpg","CJES","Journalist",,"Murder","Killed","Staff","Mosckovski Komsomolets","Print Reporter","Corruption,Crime","Print","Russia","Moscow",,,"Moscow",,"Local","Military Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1993","Confirmed","Dmitry Krikoryants",,"Russia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Expresskhronika","Print Reporter","Corruption","Print","Russia","Grozny",,,"Grozny",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2017","Confirmed","Dmitry Popkov",,"Russia",,,"Male","https://cpj-photos.s3.amazonaws.com/Dmitrii-Popkov-2017-06-30-1498839899942.jpg","Yulia Mullabayeva/Ton-M","Journalist","Killed","Murder","Killed","Staff","Ton-M","Editor,Print Reporter","Corruption,Politics","Print,Internet","Russia","Minusinsk","Siberia",,"Minusinsk",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2003","Confirmed","Dmitry Zavadsky",,"Belarus",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/dmitry_zavadsky_belarus_2003.jpg","","Journalist",,"Murder","Killed","Staff","ORT","Camera Operator","War","Television","Belarus","Minsk",,,"Minsk",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","Yes","Yes",,,,,,,,,
"2005","Confirmed","Dolores Guadalupe García Escamilla",,"Mexico",,,"Female",,,"Journalist",,"Murder","Killed","Staff","Stereo 91","Broadcast Reporter","Crime","Radio","Mexico","Nuevo Laredo",,,"Nuevo Laredo",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2002","Confirmed","Domingos Sávio Brandão Lima Júnior",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Folha do Estado","Columnist/Commentator","Corruption,Crime,Politics","Print","Brazil","Cuiabá",,,"Cuiabá",,"Local","Criminal Group","Confirmed",,,"Full Justice","No","No","No",,,,,,,,,
"1993","Confirmed","Dominique Lonneux",,,,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Freelancer","Camera Operator","War","Television","Bosnia","western Herzegovina",,,"western Herzegovina",,"Foreign","Political Group","Confirmed",,,,,,,,,,,,,,,
"1993","Confirmed","Dona St. Plite",,"USA",,,"Male",,,"Journalist",,"Murder","Killed","Staff","WKAT, Miami","Broadcast Reporter,Columnist/Commentator","Human Rights,Politics","Radio","USA","Miami",,,"Miami",,"Local","Political Group","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2005","Confirmed","Duniya Muhyadin Nur",,"Somalia",,,"Female",,,"Journalist",,"Dangerous Assignment","Killed","Staff","Capital Voice","Broadcast Reporter","Human Rights","Radio","Somalia","Afgoye",,,"Afgoye",,"Local","Local Residents","Confirmed",,,,,,,,,,,,,,,
"2004","Confirmed","Duraid Isa Mohammed",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/duraid_isa_mohammed_iraq_2004.jpg","","Journalist",,"Crossfire","Killed","Staff","CNN","Producer","War","Television","Iraq","the outskirts of Baghdad",,,"the outskirts of Baghdad",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2004","Confirmed","Dusko Jovanovic",,"Montenegro",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/dusko_jovanovic_montenegro_2004.jpg",,"Journalist",,"Murder","Killed","Staff","Dan","Editor","Crime,Politics","Print","Montenegro","Podgorica",,,"Podgorica",,"Local","Government Officials","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2012","Confirmed","Dwijamani Singh",,"India",,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Staff","Prime News","Broadcast Reporter,Camera Operator","Politics","Television","India","Imphal",,,"Imphal",,"Local","Government Officials","Confirmed",,,,,,,,,,,,,,,
"1997","Confirmed","Ebrahim Zalzadeh",,"Iran",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Mayar","Publisher/Owner","Business,Culture,Human Rights,Politics","Print","Iran","Tehran",,,"Tehran",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2002","Confirmed","Edgar Damalerio",,"Philippines",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/damalerio.Phils.2002.jpg","","Journalist",,"Murder","Killed","Staff","Zamboanga Scribe and DXKP Radio","Columnist/Commentator,Editor","Corruption,Crime","Print,Radio","Philippines","Pagadian City",,,"Pagadian City",,"Local","Government Officials","Confirmed",,,"Partial Impunity","No","No","No",,,,,,,,,
"2017","Confirmed","Edgar Daniel Esqueda Castro",,"Mexico",,,"Male","https://cpj-photos.s3.amazonaws.com/Mexico-killed-2017-11-01-1509570467051.jpg","Jan-Albert Hootsen","Journalist","Killed","Murder","Killed","Freelance","Freelance","Photographer","Crime,Culture","Internet","Mexico","San Luis Potosí",,"San Luis Potosí","San Luis Potosí",,"Local","Criminal Group,Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","Yes",,,,,,,,,
